_MEMBER_LN_meta,_MEMBER_N0,_LogP_LN_meta,_LogP_N0,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByGini,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,BestGiniInGroup,URL
0,1,0.0,-3.602561406040532,R-HSA-114604,M01,1,0.282729677720851,Reactome Gene Sets,6,GPVI-mediated activation cascade,,-6.636979119427089,6.969223847019123,7.678997503281315,28162,35,1270,11,0.8661417322834646,0.2600181273631433,388|998|1278|2534|3932|3937|5880|6850|10451|10630|27040,RHOB|CDC42|COL1A2|FYN|LCK|LCP2|RAC2|SYK|VAV3|PDPN|LAT,-5.82102734032727,3.0,10,0,0,0,-19.7348170955247,11.087401574803149,0.44318288621648017,
0,1,0.0,-4.467580870635439,R-HSA-2454202,M01,1,0.317103756915482,Reactome Gene Sets,6,Fc epsilon receptor (FCERI) signaling,,-9.564360484146846,4.302573745445999,8.327664385906363,28162,134,1270,26,2.047244094488189,0.3973665289377072,801|805|2534|2885|3702|3725|3937|5335|5530|5588|5599|5602|5698|5699|5721|6233|6500|6850|7314|7334|7335|9402|9846|10125|10451|27040,CALM1|CALM2|FYN|GRB2|ITK|JUN|LCP2|PLCG1|PPP3CA|PRKCQ|MAPK8|MAPK10|PSMB9|PSMB10|PSME2|RPS27A|SKP1|SYK|UBB|UBE2N|UBE2V1|GRAP2|GAB2|RASGRP1|VAV3|LAT,-8.624617378569575,3.0,10,0,0,0,-19.7348170955247,11.087401574803149,0.44318288621648017,
0,1,0.0,-4.645001745327146,R-HSA-2871809,M01,1,0.3228521362588088,Reactome Gene Sets,6,FCERI mediated Ca+2 mobilization,,-6.9344661872802895,7.3916010498687665,7.983692996280306,28162,33,1270,11,0.8661417322834646,0.2600181273631433,801|805|2885|3702|3937|5335|5530|6850|9402|10451|27040,CALM1|CALM2|GRB2|ITK|LCP2|PLCG1|PPP3CA|SYK|GRAP2|VAV3|LAT,-6.105392730858566,3.0,10,0,0,0,-19.7348170955247,11.087401574803149,0.44318288621648017,
0,1,0.0,-8.689914290973842,R-HSA-2172127,M01,1,0.39679991277822757,Reactome Gene Sets,6,DAP12 interactions,,-11.403202353168167,8.377147856517935,10.762783389750888,28162,45,1270,17,1.3385826771653544,0.32247378472823396,567|2534|2885|3106|3107|3133|3824|3932|3937|5335|6850|9402|10451|22914|27040|54209|100528032,B2M|FYN|GRB2|HLA-B|HLA-C|HLA-E|KLRD1|LCK|LCP2|PLCG1|SYK|GRAP2|VAV3|KLRK1|LAT|TREM2|KLRC4-KLRK1,-10.381749685696038,3.0,10,0,0,0,-19.7348170955247,11.087401574803149,0.44318288621648017,
0,1,0.0,-9.26250928840769,R-HSA-2424491,M01,1,0.4025579444659233,Reactome Gene Sets,6,DAP12 signaling,,-12.30954070097814,11.087401574803149,12.013069197675156,28162,30,1270,15,1.1811023622047243,0.30315302836466407,567|2534|2885|3133|3824|3932|3937|5335|6850|9402|10451|22914|27040|54209|100528032,B2M|FYN|GRB2|HLA-E|KLRD1|LCK|LCP2|PLCG1|SYK|GRAP2|VAV3|KLRK1|LAT|TREM2|KLRC4-KLRK1,-11.239864705337876,3.0,10,0,0,0,-19.7348170955247,11.087401574803149,0.44318288621648017,
0,1,0.0,-16.60033084063583,ko04650,M01,1,0.44318288621648017,KEGG Pathway,24,Natural killer cell mediated cytotoxicity,,-19.7348170955247,6.335658042744657,13.403689306341201,28162,133,1270,38,2.9921259842519685,0.4780700872080567,355|919|2214|2215|2534|2885|3002|3105|3106|3107|3133|3135|3383|3439|3458|3460|3683|3689|3805|3821|3824|3932|3937|5293|5335|5530|5551|5579|5880|5881|6850|7124|7535|10451|22914|27040|399694|100528032,FAS|CD247|FCGR3A|FCGR3B|FYN|GRB2|GZMB|HLA-A|HLA-B|HLA-C|HLA-E|HLA-G|ICAM1|IFNA1|IFNG|IFNGR2|ITGAL|ITGB2|KIR2DL4|KLRC1|KLRD1|LCK|LCP2|PIK3CD|PLCG1|PPP3CA|PRF1|PRKCB|RAC2|RAC3|SYK|TNF|ZAP70|VAV3|KLRK1|LAT|SHC4|KLRC4-KLRK1,-18.368723124362415,3.0,10,0,0,0,-19.7348170955247,11.087401574803149,0.44318288621648017,
1,1,-6.6284279774482995,-14.797498684510634,R-HSA-109582,M11,2,0.190635178490699,Reactome Gene Sets,6,Hemostasis,,-37.660860756813676,4.0707368100726535,16.815620133010533,28162,621,1270,114,8.976377952755906,0.802094911679669,25|60|88|284|351|388|747|801|805|829|914|928|948|961|972|998|1072|1191|1278|1607|1608|1675|1794|1795|1950|2159|2161|2268|2277|2335|2534|2621|2625|2769|2771|2786|2793|2812|2817|2885|2886|2983|3066|3309|3439|3479|3635|3675|3683|3689|3932|3937|4843|4973|5055|5104|5216|5265|5269|5327|5329|5335|5345|5515|5527|5567|5573|5579|5580|5583|5588|5880|5908|6383|6414|6546|6678|6714|6850|6915|7035|7043|7044|7056|7277|7280|7414|7422|7534|7846|8140|8515|9056|9123|10125|10242|10381|10382|10451|10630|11127|11343|23657|26090|27040|54331|54518|55423|55619|55669|80228|83700|94235|347733,ABL1|ACTB|ACTN2|ANGPT1|APP|RHOB|DAGLA|CALM1|CALM2|CAPZA1|CD2|CD9|CD36|CD47|CD74|CDC42|CFL1|CLU|COL1A2|DGKB|DGKG|CFD|DOCK2|DOCK3|EGF|F10|F12|FGR|VEGFD|FN1|FYN|GAS6|GATA3|GNA15|GNAI2|GNG4|GNGT2|GP1BB|GPC1|GRB2|GRB7|GUCY1B1|HDAC2|HSPA5|IFNA1|IGF1|INPP5D|ITGA3|ITGAL|ITGB2|LCK|LCP2|NOS2|OLR1|SERPINB2|SERPINA5|PFN1|SERPINA1|SERPINB6|PLAT|PLAUR|PLCG1|SERPINF2|PPP2CA|PPP2R5C|PRKACB|PRKAR1A|PRKCB|PRKCD|PRKCH|PRKCQ|RAC2|RAP1B|SDC2|SELENOP|SLC8A1|SPARC|SRC|SYK|TBXA2R|TFPI|TGFB3|LEFTY2|THBD|TUBA4A|TUBB2A|VCL|VEGFA|YWHAZ|TUBA1A|SLC7A5|ITGA10|SLC7A7|SLC16A3|RASGRP1|KCNMB2|TUBB3|TUBB4A|VAV3|PDPN|KIF3A|MGLL|SLC7A11|ABHD12|LAT|GNG2|APBB1IP|SIRPG|DOCK10|MFN1|ORAI2|JAM3|GNG8|TUBB2B,-35.60487643916729,3.0,11,0,0,1,-37.660860756813676,4.974575611508637,0.23772000037327068,
1,1,-5.609445088718286,-3.1902085216299736,R-HSA-114608,M11,2,0.13746203397389012,Reactome Gene Sets,6,Platelet degranulation ,,-9.2114410112994,4.297442470853934,8.157397762592728,28162,129,1270,25,1.968503937007874,0.3898065196939161,88|351|801|805|928|948|1072|1191|1675|1950|2277|2335|2621|3309|3479|5216|5265|5345|6414|6678|7043|7044|7277|7414|7422,ACTN2|APP|CALM1|CALM2|CD9|CD36|CFL1|CLU|CFD|EGF|VEGFD|FN1|GAS6|HSPA5|IGF1|PFN1|SERPINA1|SERPINF2|SELENOP|SPARC|TGFB3|LEFTY2|TUBA4A|VCL|VEGFA,-8.287451246129482,3.0,11,0,0,0,-37.660860756813676,4.974575611508637,0.23772000037327068,
1,1,-5.24243093381255,-3.4687655327985887,R-HSA-76005,M11,2,0.10180377677235186,Reactome Gene Sets,6,Response to elevated platelet cytosolic Ca2+,,-9.564360484146846,4.302573745445999,8.327664385906363,28162,134,1270,26,2.047244094488189,0.3973665289377072,88|351|801|805|928|948|1072|1191|1675|1950|2277|2335|2621|3309|3479|5216|5265|5345|5579|6414|6678|7043|7044|7277|7414|7422,ACTN2|APP|CALM1|CALM2|CD9|CD36|CFL1|CLU|CFD|EGF|VEGFD|FN1|GAS6|HSPA5|IGF1|PFN1|SERPINA1|SERPINF2|PRKCB|SELENOP|SPARC|TGFB3|LEFTY2|TUBA4A|VCL|VEGFA,-8.624617378569575,3.0,11,0,0,0,-37.660860756813676,4.974575611508637,0.23772000037327068,
1,1,-3.409070152000699,-9.58875719607163,R-HSA-76002,M11,2,0.23772000037327068,Reactome Gene Sets,6,"Platelet activation, signaling and aggregation",,-24.2445466153451,4.974575611508637,14.073064061546331,28162,263,1270,59,4.645669291338582,0.590598712617935,88|351|388|747|801|805|928|948|998|1072|1191|1278|1607|1608|1675|1950|2277|2335|2534|2621|2769|2771|2786|2793|2812|2885|3309|3479|3932|3937|5216|5265|5345|5579|5580|5583|5588|5880|5908|6414|6678|6714|6850|6915|7043|7044|7277|7414|7422|7534|10125|10451|10630|11343|26090|27040|54331|54518|94235,ACTN2|APP|RHOB|DAGLA|CALM1|CALM2|CD9|CD36|CDC42|CFL1|CLU|COL1A2|DGKB|DGKG|CFD|EGF|VEGFD|FN1|FYN|GAS6|GNA15|GNAI2|GNG4|GNGT2|GP1BB|GRB2|HSPA5|IGF1|LCK|LCP2|PFN1|SERPINA1|SERPINF2|PRKCB|PRKCD|PRKCH|PRKCQ|RAC2|RAP1B|SELENOP|SPARC|SRC|SYK|TBXA2R|TGFB3|LEFTY2|TUBA4A|VCL|VEGFA|YWHAZ|RASGRP1|VAV3|PDPN|MGLL|ABHD12|LAT|GNG2|APBB1IP|GNG8,-22.670646971949925,3.0,11,1,1,0,-37.660860756813676,4.974575611508637,0.23772000037327068,
1,0,-13.87883057687765,0.0,R-HSA-397014,M10,1,0.4327904169058794,Reactome Gene Sets,6,Muscle contraction,,-32.53790396381797,6.753747152164355,17.611275853094973,28162,197,1270,60,4.724409448818897,0.5953368002250533,58|70|88|444|477|478|775|801|805|845|859|1674|2256|2258|2259|2983|3767|4604|4606|4629|4632|4633|4635|4637|4703|4881|5348|5349|5350|6263|6324|6329|6330|6335|6546|6588|7111|7125|7135|7137|7138|7140|7168|7169|7220|7414|7431|8557|10060|10174|10345|10627|25802|25937|29767|29895|53826|80228|103910|140465,ACTA1|ACTC1|ACTN2|ASPH|ATP1A2|ATP1A3|CACNA1C|CALM1|CALM2|CASQ2|CAV3|DES|FGF11|FGF13|FGF14|GUCY1B1|KCNJ11|MYBPC1|MYBPC2|MYH11|MYL1|MYL2|MYL4|MYL6|NEB|NPR1|FXYD1|FXYD3|PLN|RYR3|SCN1B|SCN4A|SCN4B|SCN9A|SLC8A1|SLN|TMOD1|TNNC2|TNNI1|TNNI3|TNNT1|TNNT3|TPM1|TPM2|TRPC1|VCL|VIM|TCAP|ABCC9|SORBS3|TRDN|MYL12A|LMOD1|WWTR1|TMOD2|MYLPF|FXYD6|ORAI2|MYL12B|MYL6B,-30.63230550499236,3.0,12,1,1,1,-32.53790396381797,7.52359392575928,0.4327904169058794,
1,0,-5.143211238966893,0.0,R-HSA-5576891,M10,1,0.3372186856188637,Reactome Gene Sets,6,Cardiac conduction,,-12.273949356319518,4.9850332661905625,9.858398360794471,28162,129,1270,29,2.283464566929134,0.4191594948203197,444|477|478|775|801|805|845|2256|2258|2259|3767|4881|5348|5349|5350|6263|6324|6329|6330|6335|6546|6588|7137|7220|10060|10345|25937|53826|80228,ASPH|ATP1A2|ATP1A3|CACNA1C|CALM1|CALM2|CASQ2|FGF11|FGF13|FGF14|KCNJ11|NPR1|FXYD1|FXYD3|PLN|RYR3|SCN1B|SCN4A|SCN4B|SCN9A|SLC8A1|SLN|TNNI3|TRPC1|ABCC9|TRDN|WWTR1|FXYD6|ORAI2,-11.205816149093534,3.0,12,0,0,0,-32.53790396381797,7.52359392575928,0.4327904169058794,
1,0,-4.7508077369763635,0.0,R-HSA-2672351,M10,1,0.32611138369828785,Reactome Gene Sets,6,Stimuli-sensing channels,,-2.426620610399215,2.4412627320667486,3.276280639464248,28162,109,1270,12,0.9448818897637795,0.2714721998075057,444|801|805|845|6233|6263|7220|7223|7314|9635|10345|54795,ASPH|CALM1|CALM2|CASQ2|RPS27A|RYR3|TRPC1|TRPC4|UBB|CLCA2|TRDN|TRPM4,-1.771561154974327,3.0,12,0,0,0,-32.53790396381797,7.52359392575928,0.4327904169058794,
1,0,-4.160420293917564,0.0,R-HSA-983712,M10,1,0.3062173344332688,Reactome Gene Sets,6,Ion channel transport,,-4.4371806972379915,2.6228261789856915,4.8255854785042605,28162,186,1270,22,1.7322834645669292,0.3661112309520121,444|477|478|525|535|801|805|845|5348|5349|5350|6233|6263|6588|7220|7223|7314|9635|10345|50617|53826|54795,ASPH|ATP1A2|ATP1A3|ATP6V1B1|ATP6V0A1|CALM1|CALM2|CASQ2|FXYD1|FXYD3|PLN|RPS27A|RYR3|SLN|TRPC1|TRPC4|UBB|CLCA2|TRDN|ATP6V0A4|FXYD6|TRPM4,-3.72700935461687,3.0,12,0,0,0,-32.53790396381797,7.52359392575928,0.4327904169058794,
1,0,-2.5571918935756166,0.0,R-HSA-5578775,M10,1,0.21887937735211116,Reactome Gene Sets,6,Ion homeostasis,,-11.691693168784138,7.52359392575928,10.619296765186666,28162,56,1270,19,1.4960629921259843,0.34064331766675726,444|477|478|801|805|845|3767|5348|5349|5350|6263|6546|6588|7137|7220|10060|10345|53826|80228,ASPH|ATP1A2|ATP1A3|CALM1|CALM2|CASQ2|KCNJ11|FXYD1|FXYD3|PLN|RYR3|SLC8A1|SLN|TNNI3|TRPC1|ABCC9|TRDN|FXYD6|ORAI2,-10.650432107958457,3.0,12,0,0,0,-32.53790396381797,7.52359392575928,0.4327904169058794,
0,1,0.0,-16.599840963125093,hsa04060,M01,1,0.4431813047575155,KEGG Pathway,24,Cytokine-cytokine receptor interaction ,,-37.49159306627333,6.1596675415573054,18.513056154515088,28162,270,1270,75,5.905511811023622,0.6614682495473464,90|92|355|643|657|939|944|959|1235|1236|1237|1436|1441|1950|1956|2277|2833|2919|2921|3439|3458|3460|3552|3558|3559|3560|3561|3569|3570|3575|3581|3586|3594|3595|3604|3606|3953|4050|4233|4254|5156|5159|6351|6352|6354|6367|6374|6375|6387|6846|7043|7046|7124|7132|7133|7293|7422|7850|7852|8741|8744|8784|8807|9560|10563|10663|50615|53833|55801|59067|84818|149233|163702|388372|414062,ACVR1|ACVR2A|FAS|CXCR5|BMPR1A|CD27|TNFSF8|CD40LG|CCR6|CCR7|CCR8|CSF1R|CSF3R|EGF|EGFR|VEGFD|CXCR3|CXCL1|CXCL3|IFNA1|IFNG|IFNGR2|IL1A|IL2|IL2RA|IL2RB|IL2RG|IL6|IL6R|IL7R|IL9R|IL10|IL12RB1|IL12RB2|TNFRSF9|IL18|LEPR|LTB|MET|KITLG|PDGFRA|PDGFRB|CCL4|CCL5|CCL7|CCL22|CXCL5|XCL1|CXCL12|XCL2|TGFB3|TGFBR1|TNF|TNFRSF1A|TNFRSF1B|TNFRSF4|VEGFA|IL1R2|CXCR4|TNFSF13|TNFSF9|TNFRSF18|IL18RAP|CCL4L2|CXCL13|CXCR6|IL21R|IL20RB|IL26|IL21|IL17RC|IL23R|IFNLR1|CCL4L1|CCL3L3,-35.46457244456226,3.0,13,1,1,1,-37.49159306627333,6.1596675415573054,0.4431813047575155,
0,1,0.0,-16.599840963125093,ko04060,M01,1,0.4431813047575155,KEGG Pathway,24,Cytokine-cytokine receptor interaction,,-37.49159306627333,6.1596675415573054,18.513056154515088,28162,270,1270,75,5.905511811023622,0.6614682495473464,90|92|355|643|657|939|944|959|1235|1236|1237|1436|1441|1950|1956|2277|2833|2919|2921|3439|3458|3460|3552|3558|3559|3560|3561|3569|3570|3575|3581|3586|3594|3595|3604|3606|3953|4050|4233|4254|5156|5159|6351|6352|6354|6367|6374|6375|6387|6846|7043|7046|7124|7132|7133|7293|7422|7850|7852|8741|8744|8784|8807|9560|10563|10663|50615|53833|55801|59067|84818|149233|163702|388372|414062,ACVR1|ACVR2A|FAS|CXCR5|BMPR1A|CD27|TNFSF8|CD40LG|CCR6|CCR7|CCR8|CSF1R|CSF3R|EGF|EGFR|VEGFD|CXCR3|CXCL1|CXCL3|IFNA1|IFNG|IFNGR2|IL1A|IL2|IL2RA|IL2RB|IL2RG|IL6|IL6R|IL7R|IL9R|IL10|IL12RB1|IL12RB2|TNFRSF9|IL18|LEPR|LTB|MET|KITLG|PDGFRA|PDGFRB|CCL4|CCL5|CCL7|CCL22|CXCL5|XCL1|CXCL12|XCL2|TGFB3|TGFBR1|TNF|TNFRSF1A|TNFRSF1B|TNFRSF4|VEGFA|IL1R2|CXCR4|TNFSF13|TNFSF9|TNFRSF18|IL18RAP|CCL4L2|CXCL13|CXCR6|IL21R|IL20RB|IL26|IL21|IL17RC|IL23R|IFNLR1|CCL4L1|CCL3L3,-35.46457244456226,3.0,13,0,0,0,-37.49159306627333,6.1596675415573054,0.4431813047575155,
1,1,-7.94319435273357,-3.1727182551910045,hsa04151,M11,2,0.21457869748551617,KEGG Pathway,24,PI3K-Akt signaling pathway,,-42.25963498451841,5.485346042271032,19.130236742208133,28162,380,1270,94,7.4015748031496065,0.7346187455930095,208|284|468|595|598|627|894|898|1019|1101|1278|1282|1284|1285|1288|1291|1292|1293|1311|1436|1441|1902|1950|1956|2064|2065|2255|2256|2258|2259|2260|2264|2277|2309|2335|2786|2793|2885|3381|3439|3479|3558|3559|3560|3561|3569|3570|3575|3643|3675|3679|3696|3716|3718|3908|3909|3911|3913|3918|4233|4254|4609|4915|5106|5156|5159|5293|5515|5527|5563|5934|6696|6850|7039|7059|7060|7099|7148|7249|7422|7529|7534|8515|8516|9586|9965|10971|22801|54331|80310|90993|94235|117145|148327,AKT2|ANGPT1|ATF4|CCND1|BCL2L1|BDNF|CCND2|CCNE1|CDK4|CHAD|COL1A2|COL4A1|COL4A2|COL4A3|COL4A6|COL6A1|COL6A2|COL6A3|COMP|CSF1R|CSF3R|LPAR1|EGF|EGFR|ERBB2|ERBB3|FGF10|FGF11|FGF13|FGF14|FGFR1|FGFR4|VEGFD|FOXO3|FN1|GNG4|GNGT2|GRB2|IBSP|IFNA1|IGF1|IL2|IL2RA|IL2RB|IL2RG|IL6|IL6R|IL7R|INSR|ITGA3|ITGA7|ITGB8|JAK1|JAK3|LAMA2|LAMA3|LAMA5|LAMB2|LAMC2|MET|KITLG|MYC|NTRK2|PCK2|PDGFRA|PDGFRB|PIK3CD|PPP2CA|PPP2R5C|PRKAA2|RBL2|SPP1|SYK|TGFA|THBS3|THBS4|TLR4|TNXB|TSC2|VEGFA|YWHAB|YWHAZ|ITGA10|ITGA8|CREB5|FGF19|YWHAQ|ITGA11|GNG2|PDGFD|CREB3L1|GNG8|THEM4|CREB3L4,-39.8873807046513,3.0,14,1,1,0,-50.47317313048861,7.800182012424326,0.21457869748551617,
1,1,-7.362837205756123,-3.3511310301969144,ko04151,M11,2,0.18721850238910842,KEGG Pathway,24,PI3K-Akt signaling pathway,,-41.93603837288426,5.770635907353686,19.28968378614956,28162,342,1270,89,7.0078740157480315,0.7163320301677549,208|284|468|595|598|894|898|1019|1101|1278|1282|1284|1285|1288|1291|1292|1293|1311|1436|1441|1902|1950|1956|2255|2256|2258|2259|2260|2264|2277|2309|2335|2786|2793|2885|3381|3439|3479|3558|3559|3560|3561|3569|3570|3575|3643|3675|3679|3696|3716|3718|3908|3909|3911|3913|3918|4233|4254|4609|5106|5156|5159|5293|5515|5527|5563|5934|6696|6850|7059|7060|7099|7148|7249|7422|7529|7534|8515|8516|9586|9965|10971|22801|54331|80310|90993|94235|117145|148327,AKT2|ANGPT1|ATF4|CCND1|BCL2L1|CCND2|CCNE1|CDK4|CHAD|COL1A2|COL4A1|COL4A2|COL4A3|COL4A6|COL6A1|COL6A2|COL6A3|COMP|CSF1R|CSF3R|LPAR1|EGF|EGFR|FGF10|FGF11|FGF13|FGF14|FGFR1|FGFR4|VEGFD|FOXO3|FN1|GNG4|GNGT2|GRB2|IBSP|IFNA1|IGF1|IL2|IL2RA|IL2RB|IL2RG|IL6|IL6R|IL7R|INSR|ITGA3|ITGA7|ITGB8|JAK1|JAK3|LAMA2|LAMA3|LAMA5|LAMB2|LAMC2|MET|KITLG|MYC|PCK2|PDGFRA|PDGFRB|PIK3CD|PPP2CA|PPP2R5C|PRKAA2|RBL2|SPP1|SYK|THBS3|THBS4|TLR4|TNXB|TSC2|VEGFA|YWHAB|YWHAZ|ITGA10|ITGA8|CREB5|FGF19|YWHAQ|ITGA11|GNG2|PDGFD|CREB3L1|GNG8|THEM4|CREB3L4,-39.5937473163946,3.0,14,0,0,0,-50.47317313048861,7.800182012424326,0.21457869748551617,
1,1,-10.126385784488546,-5.536139753871609,hsa05200,M11,2,0.14653594720004293,KEGG Pathway,24,Pathways in cancer ,,-50.47317313048861,5.8945679258447115,21.289368196453868,28162,395,1270,105,8.26771653543307,0.772773161872907,25|111|185|208|330|331|355|595|598|652|861|868|898|998|1019|1030|1282|1284|1285|1288|1436|1441|1487|1630|1856|1857|1902|1950|1956|2064|2113|2255|2256|2258|2259|2260|2277|2335|2736|2771|2786|2793|2885|2950|2956|3066|3091|3479|3569|3675|3716|3725|3728|3908|3909|3911|3913|3918|4088|4233|4254|4436|4609|4843|5156|5159|5293|5332|5335|5468|5567|5579|5599|5602|5727|5734|5880|5881|6387|6502|6513|7039|7043|7046|7422|7428|7474|7481|7483|7852|8324|9138|9826|9965|10125|11211|23236|23624|26060|29119|51176|54331|64399|81029|94235,ABL1|ADCY5|AGTR1|AKT2|BIRC3|XIAP|FAS|CCND1|BCL2L1|BMP4|RUNX1|CBLB|CCNE1|CDC42|CDK4|CDKN2B|COL4A1|COL4A2|COL4A3|COL4A6|CSF1R|CSF3R|CTBP1|DCC|DVL2|DVL3|LPAR1|EGF|EGFR|ERBB2|ETS1|FGF10|FGF11|FGF13|FGF14|FGFR1|VEGFD|FN1|GLI2|GNAI2|GNG4|GNGT2|GRB2|GSTP1|MSH6|HDAC2|HIF1A|IGF1|IL6|ITGA3|JAK1|JUN|JUP|LAMA2|LAMA3|LAMA5|LAMB2|LAMC2|SMAD3|MET|KITLG|MSH2|MYC|NOS2|PDGFRA|PDGFRB|PIK3CD|PLCB4|PLCG1|PPARG|PRKACB|PRKCB|MAPK8|MAPK10|PTCH1|PTGER4|RAC2|RAC3|CXCL12|SKP2|SLC2A1|TGFA|TGFB3|TGFBR1|VEGFA|VHL|WNT5A|WNT11|WNT9A|CXCR4|FZD7|ARHGEF1|ARHGEF11|FGF19|RASGRP1|FZD10|PLCB1|CBLC|APPL1|CTNNA3|LEF1|GNG2|HHIP|WNT5B|GNG8,-47.653760819279285,3.0,14,0,0,1,-50.47317313048861,7.800182012424326,0.21457869748551617,
1,1,-9.460276409587058,-5.194744112309809,R-HSA-9006934,M11,2,0.14553143378079492,Reactome Gene Sets,6,Signaling by Receptor Tyrosine Kinases,,-50.220313432912384,5.1711991534655,20.575758140249352,28162,506,1270,118,9.291338582677165,0.8146323675013915,60|71|102|117|160|208|348|382|525|535|627|801|805|998|1211|1278|1281|1282|1284|1285|1291|1292|1293|1302|1500|1742|1759|1795|1839|1846|1950|1956|2064|2065|2099|2255|2260|2264|2277|2335|2354|2534|2549|2885|2886|3084|3479|3643|3675|3728|3908|3909|3911|3913|3918|3932|4233|4254|4688|4689|4915|4916|5046|5125|5156|5159|5327|5335|5441|5515|5567|5579|5580|5771|5782|5802|5908|6195|6197|6233|6300|6387|6678|6696|6714|7039|7059|7060|7074|7314|7422|7529|8027|8061|8877|9047|9402|9611|9846|9965|10006|10152|10253|10413|10451|10458|10787|10810|26999|29924|30011|50617|51107|55824|55879|80310|117145|200958,ACTB|ACTG1|ADAM10|ADCYAP1R1|AP2A1|AKT2|APOE|ARF6|ATP6V1B1|ATP6V0A1|BDNF|CALM1|CALM2|CDC42|CLTA|COL1A2|COL3A1|COL4A1|COL4A2|COL4A3|COL6A1|COL6A2|COL6A3|COL11A2|CTNND1|DLG4|DNM1|DOCK3|HBEGF|DUSP4|EGF|EGFR|ERBB2|ERBB3|ESR1|FGF10|FGFR1|FGFR4|VEGFD|FN1|FOSB|FYN|GAB1|GRB2|GRB7|NRG1|IGF1|INSR|ITGA3|JUP|LAMA2|LAMA3|LAMA5|LAMB2|LAMC2|LCK|MET|KITLG|NCF2|NCF4|NTRK2|NTRK3|PCSK6|PCSK5|PDGFRA|PDGFRB|PLAT|PLCG1|POLR2L|PPP2CA|PRKACB|PRKCB|PRKCD|PTPN2|PTPN12|PTPRS|RAP1B|RPS6KA1|RPS6KA3|RPS27A|MAPK12|CXCL12|SPARC|SPP1|SRC|TGFA|THBS3|THBS4|TIAM1|UBB|VEGFA|YWHAB|STAM|FOSL1|SPHK1|SH2D2A|GRAP2|NCOR1|GAB2|FGF19|ABI1|ABI2|SPRY2|YAP1|VAV3|BAIAP2|NCKAP1|WASF3|CYFIP2|EPN1|SH3KBP1|ATP6V0A4|APH1A|PAG1|GABRQ|PDGFD|THEM4|MUC20,-47.48008236775068,3.0,14,0,0,0,-50.47317313048861,7.800182012424326,0.21457869748551617,
1,1,-7.8886045857376,-4.7346695088141075,hsa04510,M11,2,0.12492539785239831,KEGG Pathway,24,Focal adhesion ,,-42.608210148930006,7.800182012424326,20.920378584132873,28162,199,1270,70,5.511811023622047,0.6403745468993914,60|71|208|330|331|595|859|894|998|1101|1278|1282|1284|1285|1288|1291|1292|1293|1311|1950|1956|2064|2277|2317|2318|2335|2534|2885|3381|3479|3675|3679|3696|3725|3908|3909|3911|3913|3918|4233|4633|4659|5156|5159|5293|5499|5579|5599|5602|5880|5881|5908|6696|6714|7059|7060|7148|7414|7422|8515|8516|10298|10451|10627|22801|29895|55742|80310|103910|399694,ACTB|ACTG1|AKT2|BIRC3|XIAP|CCND1|CAV3|CCND2|CDC42|CHAD|COL1A2|COL4A1|COL4A2|COL4A3|COL4A6|COL6A1|COL6A2|COL6A3|COMP|EGF|EGFR|ERBB2|VEGFD|FLNB|FLNC|FN1|FYN|GRB2|IBSP|IGF1|ITGA3|ITGA7|ITGB8|JUN|LAMA2|LAMA3|LAMA5|LAMB2|LAMC2|MET|MYL2|PPP1R12A|PDGFRA|PDGFRB|PIK3CD|PPP1CA|PRKCB|MAPK8|MAPK10|RAC2|RAC3|RAP1B|SPP1|SRC|THBS3|THBS4|TNXB|VCL|VEGFA|ITGA10|ITGA8|PAK4|VAV3|MYL12A|ITGA11|MYLPF|PARVA|PDGFD|MYL12B|SHC4,-40.13122051854289,3.0,14,0,0,0,-50.47317313048861,7.800182012424326,0.21457869748551617,
