	group	names	scores	logfoldchanges	pvals	pvals_adj
31	non_tumor	SLC25A4	36.855015	3.5108235	2.430780944802383e-297	9.873528350169179e-295
32	non_tumor	ACTN2	36.8173	3.5826836	9.762528776585986e-297	3.845253001153474e-294
33	non_tumor	JUN	36.72145	1.9937098	3.3206925932964196e-295	1.2694812449313784e-292
34	non_tumor	VIM	36.60187	2.1459389	2.670643207375571e-293	9.918005831276477e-291
35	non_tumor	MUSTN1	36.59876	3.2532897	2.9929750879097756e-293	1.0806302831292018e-290
36	non_tumor	NEB	36.35466	3.7077367	2.217809486747282e-289	7.791104786146262e-287
37	non_tumor	FOSB	36.18484	2.9141314	1.054129178160897e-286	3.605676594140879e-284
38	non_tumor	NDRG2	36.14805	2.5956511	3.9926332477552165e-286	1.330672998828777e-283
39	non_tumor	THBS4	36.144497	2.9832644	4.54017499834691e-286	1.4753298657128284e-283
40	non_tumor	CXCL12	36.006096	3.1037943	6.715987603245569e-284	2.129131874804534e-281
41	non_tumor	CMYA5	35.707783	3.4793692	2.993303286782665e-279	9.263560981333591e-277
42	non_tumor	MMP2	35.448074	2.3725142	3.1059187208402916e-275	9.388542217088863e-273
43	non_tumor	BIN1	35.415848	3.027932	9.737375096885435e-275	2.8765091252117475e-272
44	non_tumor	TNXB	35.33608	3.360959	1.6406184798929962e-273	4.738835333699814e-271
45	non_tumor	HSPA8	35.308422	2.0722246	4.36070524742744e-273	1.232183626218736e-270
46	non_tumor	CFD	35.109375	2.7001073	4.848811979331061e-270	1.340954427815854e-267
47	non_tumor	FXYD1	35.05269	3.5088787	3.54835512521316e-269	9.608649982816803e-267
48	non_tumor	SMPX	35.02317	3.5069063	9.98924408664827e-269	2.6497998905766165e-266
49	non_tumor	CLU	34.97689	2.8935668	5.05349124156549e-268	1.3137055831573648e-265
50	non_tumor	ATP5F1B	34.953346	2.1465306	1.1518587620606409e-267	2.9356588606400414e-265
51	non_tumor	TNNI1	34.91517	2.7366753	4.376078989957165e-267	1.0938514367589084e-264
52	non_tumor	NR4A3	34.891396	2.76785	1.0040541265168445e-266	2.4623953842388578e-264
53	non_tumor	PFKM	34.860497	3.4903374	2.9522125556078594e-266	7.106084962553881e-264
54	non_tumor	DUSP1	34.8513	2.4332228	4.069187024871055e-266	9.616598718049815e-264
55	non_tumor	B2M	34.802944	1.6919918	2.1952780070060062e-265	5.0953970598328695e-263
56	non_tumor	COX7A1	34.771313	3.5874646	6.602722928573522e-265	1.5056525022034848e-262
57	non_tumor	AK1	34.682747	2.5679946	1.434113155641173e-263	3.2138970339696496e-261
58	non_tumor	CSRP3	34.657993	3.3021836	3.385412676098849e-263	7.458236265073363e-261
59	non_tumor	IL32	34.650234	2.188005	4.4306949972651044e-263	9.598362262408638e-261
60	non_tumor	FBLN1	34.532307	2.9122283	2.627782154600983e-261	5.599329909098947e-259
61	non_tumor	TMSB4X	34.515194	1.8083707	4.746246818951852e-261	9.950276798828415e-259
62	non_tumor	TRDN	34.480015	3.8122602	1.5991222781610647e-260	3.299268471672622e-258
63	non_tumor	SERPINF1	34.23724	2.8817105	6.753871277848065e-257	1.3716690448354554e-254
64	non_tumor	SQSTM1	34.186928	1.2433572	3.782318276527504e-256	7.563472762816078e-254
65	non_tumor	SVIL	34.16369	3.1993847	8.373990494221677e-256	1.6491686127862632e-253
66	non_tumor	APOD	34.014248	3.6532352	1.371797094965719e-253	2.661286364233495e-251
67	non_tumor	CASQ1	33.867836	3.62985	1.9828545203339803e-251	3.7901680963678055e-249
68	non_tumor	STAC3	33.854183	3.3894207	3.1495923613341647e-251	5.933101668495866e-249
69	non_tumor	LUM	33.804924	2.6179345	1.6694634577299922e-250	3.09995514622492e-248
70	non_tumor	DMPK	33.781208	3.3142352	3.723482624416619e-250	6.816595373544678e-248
71	non_tumor	IGFBP4	33.520863	2.7904096	2.393881984757021e-246	4.321621949704411e-244
72	non_tumor	COX7C	33.510704	2.405693	3.3659087413319125e-246	5.993161893127699e-244
73	non_tumor	ACTA2	33.46314	2.4424226	1.6576881706085835e-245	2.9117068704824823e-243
74	non_tumor	IER2	33.345264	2.4857311	8.531763731910077e-244	1.4786115331648959e-241
75	non_tumor	CCN2	33.288116	2.3251445	5.737257628104234e-243	9.812220348697214e-241
76	non_tumor	IGFBP7	33.150135	1.9754516	5.637779925948151e-241	9.516865386684944e-239
77	non_tumor	EIF4B	32.986847	2.37949	1.2540684886987352e-238	2.0897925918084823e-236
78	non_tumor	SOD3	32.985386	3.023396	1.315977708189618e-238	2.1651997786137537e-236
79	non_tumor	UBA52	32.845295	1.1549784	1.3295042054111662e-236	2.1601119577417925e-234
80	non_tumor	RTN4	32.833984	1.645753	1.9282229120135096e-236	3.0942026432532837e-234
81	non_tumor	S100A1	32.75143	3.3908365	2.8973239276825334e-235	4.592611757563118e-233
82	non_tumor	ATP2A2	32.687885	2.2760873	2.321736132937812e-234	3.6358947296296e-232
83	non_tumor	DPT	32.685658	3.1610417	2.4972680332089497e-234	3.864224987577372e-232
84	non_tumor	SPARC	32.662285	1.5683718	5.363047312088751e-234	8.2010457602976e-232
85	non_tumor	OBSCN	32.652836	3.0213344	7.303672432943029e-234	1.1038736544580639e-231
86	non_tumor	HCFC1R1	32.532257	2.8911827	3.731889087299817e-232	5.575528086979658e-230
87	non_tumor	COL6A2	32.469288	2.180251	2.894477192429784e-231	4.275274380363901e-229
88	non_tumor	ATP1A2	32.427326	3.4925215	1.1309357244328183e-230	1.6516744433907608e-228
89	non_tumor	COL6A3	32.391148	1.8980284	3.6572799919306834e-230	5.281925037235003e-228
90	non_tumor	FBLN2	32.389824	2.4045746	3.817820702396729e-230	5.453190493379416e-228
91	non_tumor	MYBPC1	32.275463	3.4372034	1.5457998332286752e-228	2.1839463295985133e-226
92	non_tumor	ACADVL	32.263252	2.5833664	2.2934177972749366e-228	3.2053596267720028e-226
93	non_tumor	TXNIP	32.20299	3.0442426	1.6027695452565418e-227	2.216255164813248e-225
94	non_tumor	HSP90AB1	32.065434	2.3022752	1.3378946634720176e-225	1.8305215616641353e-223
95	non_tumor	OAZ1	32.04045	1.7950664	2.9822773214977635e-225	4.037879231752909e-223
96	non_tumor	ANK1	31.974255	3.6706638	2.4865598853651745e-224	3.331990246389334e-222
97	non_tumor	CIRBP	31.846779	1.8671236	1.4586157611129554e-222	1.915059359893555e-220
98	non_tumor	PTMS	31.815996	1.9635167	3.8897180930836936e-222	5.055855577390185e-220
99	non_tumor	TOMM7	31.780989	2.4078689	1.185380957477611e-221	1.5255031371578206e-219
100	non_tumor	MYOZ1	31.75199	3.5991004	2.980609496707561e-221	3.7982315919808705e-219
101	non_tumor	HSPG2	31.65555	2.3682249	6.360612908340504e-220	8.026722969185424e-218
102	non_tumor	UQCRB	31.59283	1.9133621	4.631902695140482e-219	5.788987618407307e-217
103	non_tumor	BTG2	31.579214	2.716262	7.123901058279078e-219	8.818711043382042e-217
104	non_tumor	LGALS1	31.551445	1.5106983	1.713045504360667e-218	2.1005816477056557e-216
105	non_tumor	COL1A1	31.465086	1.8163844	2.6102596167760346e-217	3.1708555606406443e-215
106	non_tumor	LTBP4	31.41362	2.7027931	1.3185797950511101e-216	1.5869352014883639e-214
107	non_tumor	CST3	31.318697	1.7637719	2.597089689028556e-215	3.096969887889282e-213
108	non_tumor	SPTB	31.251099	3.4734652	2.157027388633248e-214	2.548821999768633e-212
109	non_tumor	QKI	31.169907	2.1475594	2.7259771460730798e-213	3.192094679698909e-211
110	non_tumor	COL14A1	31.159748	2.5614376	3.7424800969923e-213	4.343281812563028e-211
111	non_tumor	ZFP36	31.147707	2.9379861	5.447996600128195e-213	6.266642460926219e-211
112	non_tumor	UQCR11	31.132843	2.3970864	8.658862616994702e-213	9.872622482078697e-211
113	non_tumor	SFRP2	30.969938	2.4025712	1.3695683880300866e-210	1.5479695571839185e-208
114	non_tumor	CD63	30.919567	1.9054227	6.519836862450712e-210	7.30558961535641e-208
115	non_tumor	SELENOP	30.919125	3.100103	6.609580844592703e-210	7.342848873334697e-208
116	non_tumor	SERF2	30.788961	0.9722618	3.682564414793241e-208	4.056438327413775e-206
117	non_tumor	EID1	30.739014	1.9294609	1.714756676243687e-207	1.8729754014970957e-205
118	non_tumor	PDE4DIP	30.734442	3.2266111	1.9736830228910816e-207	2.137827660961523e-205
119	non_tumor	PPP1R3C	30.704485	3.289511	4.958792324557751e-207	5.326808482198482e-205
120	non_tumor	FSTL1	30.68146	2.0849288	1.0060577383018868e-206	1.0718638100367152e-204
121	non_tumor	DDX17	30.672089	2.2068086	1.341554640458777e-206	1.4176851395677385e-204
122	non_tumor	ATP5ME	30.63468	2.1036282	4.228108559113949e-206	4.4320125041421864e-204
123	non_tumor	G0S2	30.58185	3.5967886	2.133810594113958e-205	2.218821608183458e-203
124	non_tumor	DDIT4L	30.56931	3.4140532	3.132205368725658e-205	3.2311432843409604e-203
125	non_tumor	SYNPO2	30.3998	3.3022645	5.526699171082745e-203	5.656380773679804e-201
126	non_tumor	UBB	30.39277	2.957422	6.844624827917644e-203	6.950502618224495e-201
127	non_tumor	CD81	30.288418	1.8836763	1.6288236672991041e-201	1.6411976765545545e-199
128	non_tumor	EIF1	30.223278	2.6701596	1.1714679417347897e-200	1.1712877158975999e-198
129	non_tumor	COX4I1	30.21237	2.5022898	1.6294217152745587e-200	1.6167346148960849e-198
130	non_tumor	ZFP36L1	30.137476	2.1706748	1.5652614569417221e-199	1.5413082134339776e-197
131	non_tumor	STRIT1	30.11927	3.1928701	2.7105367980934105e-199	2.648989270798357e-197
132	non_tumor	MCL1	30.099375	2.073558	4.937369320568029e-199	4.789248240950988e-197
133	non_tumor	C1S	30.011692	2.2207243	6.907126793692357e-198	6.650284004771352e-196
134	non_tumor	UQCRQ	29.969078	2.0036304	2.482753977771581e-197	2.37285560316728e-195
135	non_tumor	CHCHD2	29.966505	1.3935901	2.6820198252179474e-197	2.544590780159334e-195
136	non_tumor	GAMT	29.938833	3.361761	6.149428265739942e-197	5.792048449136795e-195
137	non_tumor	HNRNPA2B1	29.90826	1.8876806	1.5366824011839386e-196	1.4369638741430814e-194
138	non_tumor	A2M	29.907608	2.8348832	1.5670192905971367e-196	1.4548654813701132e-194
139	non_tumor	COX6B1	29.902805	1.8954604	1.8092425395445766e-196	1.667839328297901e-194
140	non_tumor	DDX5	29.78647	2.0529697	5.8487192681883915e-195	5.3536375385854025e-193
141	non_tumor	C1R	29.755686	1.7004809	1.463936809639609e-194	1.3306468987199746e-192
142	non_tumor	GPC3	29.659918	3.5629222	2.5265276579760053e-193	2.280542117942508e-191
143	non_tumor	LRP1	29.522995	2.3361688	1.459406023751331e-191	1.3082316894289518e-189
144	non_tumor	SRRM2	29.511646	1.7866313	2.0409532987444356e-191	1.817007601169875e-189
145	non_tumor	COX6C	29.440361	1.9262519	1.67266559616874e-190	1.4790005046939647e-188
146	non_tumor	MYL9	29.38519	2.820193	8.491453900283287e-190	7.457562013235282e-188
147	non_tumor	LAMB2	29.344824	2.4806933	2.782085942649625e-189	2.42694987131274e-187
148	non_tumor	PSAP	29.32341	1.1264204	5.217590665885662e-189	4.5212162316787895e-187
149	non_tumor	PTP4A3	29.28652	3.756762	1.539991638974964e-188	1.3256166439335484e-186
150	non_tumor	RHOB	29.263554	2.032233	3.0190389108055464e-188	2.5816755107006905e-186
151	non_tumor	MYOM1	29.23686	3.3750942	6.59709772946995e-188	5.604514790042511e-186
152	non_tumor	NFE2L1	29.120926	1.7811556	1.950754619164329e-186	1.646487567525841e-184
153	non_tumor	TCEA3	29.100128	3.2098153	3.5764083615704186e-186	2.999106831205955e-184
154	non_tumor	COL6A1	29.066254	2.3785748	9.590037557125126e-186	7.990468472276435e-184
155	non_tumor	SELENOW	29.005512	2.0231466	5.6063847331362413e-185	4.6415152077264245e-183
156	non_tumor	CCDC80	29.002728	2.63435	6.078542696789982e-185	5.000563162840265e-183
157	non_tumor	TLE5	29.002113	1.9760762	6.187979741212165e-185	5.058576143161995e-183
158	non_tumor	NFIB	28.997389	2.697805	7.097689797656642e-185	5.765985749371315e-183
159	non_tumor	IGF1	28.91779	3.1267235	7.134442220645228e-184	5.759843477263768e-182
160	non_tumor	ZNF106	28.910818	2.8624208	8.72973300981515e-184	7.004263559356624e-182
161	non_tumor	FABP4	28.895071	3.45142	1.3768928412015045e-183	1.0979664509163898e-181
162	non_tumor	MFAP4	28.848944	2.6556327	5.2237323152346754e-183	4.1401263800866047e-181
163	non_tumor	ATP5F1E	28.816835	1.7960975	1.3198556697508153e-182	1.0397263027527938e-180
164	non_tumor	PPDPF	28.812668	1.9920279	1.4884625147620338e-182	1.1654840823419828e-180
165	non_tumor	HSPB2	28.793522	2.6811957	2.5853841325065697e-182	2.0122648475640953e-180
166	non_tumor	ANKRD1	28.778505	2.6505492	3.985580749924509e-182	3.083605868304689e-180
167	non_tumor	EHBP1L1	28.776066	2.0287073	4.275716612723552e-182	3.288506777052114e-180
168	non_tumor	FBN1	28.774319	1.621855	4.4964943667457126e-182	3.4379666928800453e-180
169	non_tumor	NOP53	28.750505	2.2084544	8.926570066116482e-182	6.785237293531113e-180
170	non_tumor	RNASE1	28.739042	2.1371589	1.2415902034312126e-181	9.382668293138896e-180
171	non_tumor	PPP1R1A	28.719011	3.6041586	2.2089471552348184e-181	1.659647116979316e-179
172	non_tumor	TMOD1	28.705109	3.0252101	3.294311007542011e-181	2.460888188277647e-179
173	non_tumor	GPI	28.704763	2.2789514	3.327200984678491e-181	2.47125476564863e-179
174	non_tumor	ATP5F1D	28.642658	2.1388192	1.9787850968996014e-180	1.4613777664489217e-178
175	non_tumor	PLAGL1	28.619057	2.8724756	3.8924273945506335e-180	2.8584051567440185e-178
176	non_tumor	BGN	28.60523	1.908048	5.78417639256856e-180	4.2237485814947274e-178
177	non_tumor	SOCS3	28.594955	3.0554345	7.762631885062159e-180	5.636798281678097e-178
178	non_tumor	COX5A	28.567015	1.7094371	1.7268600464732316e-179	1.2469848268921702e-177
179	non_tumor	ANXA6	28.537153	2.6287024	4.0550552903554916e-179	2.9120225781237945e-177
180	non_tumor	PRKACA	28.398848	2.313888	2.0894754357397587e-177	1.4922528414145816e-175
181	non_tumor	NDUFC1	28.333248	2.4531205	1.3464144833240611e-176	9.563221559697348e-175
182	non_tumor	ADIRF	28.258276	2.7683754	1.1262278928882138e-175	7.955820734652719e-174
183	non_tumor	PADI2	28.190603	3.3598616	7.624173609193524e-175	5.356703166070131e-173
184	non_tumor	VDAC3	28.181154	2.0058846	9.953905638847414e-175	6.955960510416059e-173
185	non_tumor	ADAMTS1	28.180923	3.1902468	1.0018840069496097e-174	6.963897498572742e-173
186	non_tumor	MYL6B	28.177044	3.0243936	1.117763827958533e-174	7.728028848832453e-173
187	non_tumor	EIF4A2	28.10192	2.2028933	9.281011909271033e-174	6.382782687656343e-172
188	non_tumor	TIMP3	28.069658	1.6556823	2.2993859183849812e-173	1.573022008798315e-171
189	non_tumor	ATP5F1A	28.015041	1.7569228	1.0656057208516084e-172	7.251697989334662e-171
190	non_tumor	SLC2A3	27.813461	2.5953584	2.981933631270791e-170	2.0187069447530075e-168
191	non_tumor	MAP3K20	27.766201	2.8983617	1.1107555760282685e-169	7.480622267987272e-168
192	non_tumor	ARF1	27.753756	1.8804514	1.5697762437669146e-169	1.0517500833238328e-167
193	non_tumor	IFITM3	27.595768	1.74791	1.250777421513053e-167	8.337233294782903e-166
194	non_tumor	KIF1B	27.574816	2.3372114	2.2310435667577495e-167	1.4795461367712871e-165
195	non_tumor	SRSF5	27.453985	1.87289	6.226562177423849e-166	4.108266760515491e-164
196	non_tumor	CYB5R3	27.453102	1.9996549	6.379617390942603e-166	4.187993275124846e-164
197	non_tumor	AEBP1	27.432344	2.3398795	1.128587785239695e-165	7.371549765098269e-164
198	non_tumor	RACK1	27.402655	1.3717471	2.5498739969006447e-165	1.657163110585729e-163
199	non_tumor	TIMP2	27.362654	2.2632685	7.635772265759321e-165	4.9377993985243606e-163
200	non_tumor	SYNM	27.35866	3.4352686	8.518824650149522e-165	5.4815684555764107e-163
201	non_tumor	C3	27.307154	2.3841915	3.48802983079499e-164	2.233370036486368e-162
202	non_tumor	IFITM2	27.22043	1.7023199	3.722329598819659e-163	2.3717078492871535e-161
203	non_tumor	LMNA	27.210464	1.3583746	4.883997264640307e-163	3.0966925095509616e-161
204	non_tumor	CAPNS1	27.132843	2.3643777	4.0363096870299865e-162	2.5467938500978525e-160
205	non_tumor	MDH2	27.11627	2.349093	6.331076773641492e-162	3.975426855255658e-160
206	non_tumor	NUCKS1	27.049421	2.144711	3.879805711834584e-161	2.4245055116550925e-159
207	non_tumor	NR4A2	26.92546	3.2319314	1.1057893920629772e-159	6.877057664131376e-158
208	non_tumor	PDLIM5	26.91586	2.2802815	1.4324748176504502e-159	8.866336990390739e-158
209	non_tumor	PEBP1	26.848282	1.9868929	8.833438212800768e-159	5.4415653976295924e-157
210	non_tumor	ECH1	26.804401	2.2099562	2.8712394656279815e-158	1.7603948384071937e-156
211	non_tumor	NDUFA1	26.784544	2.5431347	4.891657703273704e-158	2.9850594754531265e-156
212	non_tumor	LTBP3	26.744638	2.0511358	1.4254434385067767e-157	8.657903651266861e-156
213	non_tumor	CFL2	26.699837	2.6239233	4.7273846901351003e-157	2.8579788931337693e-155
214	non_tumor	KIF1C	26.597155	2.2858393	7.322547459251161e-156	4.40641073496975e-154
215	non_tumor	GADD45A	26.584864	2.4340198	1.0157708144288597e-155	6.084326749284018e-154
216	non_tumor	ATP5MC2	26.571613	2.3440316	1.4453068515796655e-155	8.61747635634518e-154
217	non_tumor	SRL	26.527445	3.3665848	4.676897959041039e-155	2.7758136836354077e-153
218	non_tumor	MAT2A	26.43832	2.4111793	4.971286899306162e-154	2.9371266871446133e-152
219	non_tumor	GPD1	26.428661	3.627048	6.419734037653869e-154	3.7757331683902707e-152
220	non_tumor	HSPB8	26.270596	2.830586	4.158539999627556e-152	2.4348064376197734e-150
221	non_tumor	SMYD1	26.211218	3.2039814	1.9797396118227023e-151	1.1539307387655375e-149
222	non_tumor	HSP90AA1	26.18942	1.3758198	3.507357317256072e-151	2.0352067147185014e-149
223	non_tumor	MRC2	26.143332	2.0991924	1.1735277444153648e-150	6.77933938751596e-149
224	non_tumor	MYPN	26.123955	3.279558	1.9486438194176709e-150	1.1207288656987117e-148
225	non_tumor	PPP2CB	26.085682	1.7555262	5.299994045945518e-150	3.0347719211101254e-148
226	non_tumor	EEF1B2	26.067593	1.3765675	8.500468744678039e-150	4.8460128396195245e-148
227	non_tumor	COL15A1	26.00787	2.9645429	4.034529056047687e-149	2.2899916450003423e-147
228	non_tumor	RBM24	25.94127	3.4381933	2.2812612917510145e-148	1.2892101856599862e-146
229	non_tumor	IDH2	25.92297	2.8545477	3.669368839293771e-148	2.064695072430322e-146
230	non_tumor	LAMA4	25.857618	1.7439784	1.9974848307943047e-147	1.1191080961493264e-145
231	non_tumor	PARK7	25.783377	1.3327574	1.3622329664597098e-146	7.599272145082965e-145
232	non_tumor	FITM1	25.778347	3.549194	1.5512064797700968e-146	8.61648795899646e-145
233	non_tumor	PODN	25.756262	3.0736992	2.7426918322441303e-146	1.5170003589578387e-144
234	non_tumor	SH3BGR	25.691814	2.7380264	1.442975673986831e-145	7.947371953593571e-144
235	non_tumor	TIMP1	25.657862	2.399358	3.454723933671103e-145	1.8947047126521937e-143
236	non_tumor	SFRP1	25.64922	2.2424793	4.313578999183254e-145	2.35579411056235e-143
237	non_tumor	COX5B	25.634645	1.5229378	6.271915761297856e-145	3.410977450433035e-143
238	non_tumor	CORO6	25.625927	3.077341	7.845015526175575e-145	4.248729658717922e-143
239	non_tumor	SERBP1	25.555449	1.9079019	4.776034901491052e-144	2.575888035252311e-142
240	non_tumor	MYL12A	25.525644	2.6213017	1.023679937274598e-143	5.498261084584803e-142
241	non_tumor	MYL3	25.52409	3.0922248	1.0652064589577614e-143	5.6977586640053434e-142
242	non_tumor	HDLBP	25.516945	1.5932114	1.278593672821191e-143	6.811131376774525e-142
243	non_tumor	PGM1	25.482206	2.5454538	3.104840368593592e-143	1.647212861672633e-141
244	non_tumor	GDF10	25.320433	3.34966	1.902877640546618e-141	1.0054310395050787e-139
245	non_tumor	GPX4	25.303476	1.7662858	2.92486132286543e-141	1.5391638653686179e-139
246	non_tumor	PBX1	25.2836	2.5580747	4.839256363116865e-141	2.5363167019271376e-139
247	non_tumor	LAMC1	25.171316	1.6158265	8.258615638766546e-140	4.3110636976982957e-138
248	non_tumor	AQP1	25.069403	2.7445672	1.0727775923518059e-138	5.577585258155509e-137
249	non_tumor	ITGA7	25.052254	3.1772642	1.6498749773226177e-138	8.543854563840392e-137
250	non_tumor	PHPT1	24.95009	1.5180539	2.1305975458170572e-137	1.0989486865289727e-135
251	non_tumor	EGR3	24.920784	2.9405732	4.429576285742264e-137	2.2757167020584168e-135
252	non_tumor	PDLIM7	24.915562	2.5680335	5.046378093613551e-137	2.5823945850704303e-135
253	non_tumor	THBS1	24.852726	2.2040398	2.416178955416111e-136	1.231588002450926e-134
254	non_tumor	CCNI	24.847542	2.6022584	2.749017005538695e-136	1.3957704311715607e-134
255	non_tumor	FTL	24.799149	1.3645457	9.15657465536221e-136	4.631017796513541e-134
256	non_tumor	NDUFB7	24.744303	1.2945065	3.570550479182077e-135	1.798837795674753e-133
257	non_tumor	NUCB1	24.715229	2.1225827	7.336747283657726e-135	3.681970702431781e-133
258	non_tumor	CHCHD10	24.702593	2.060177	1.0030478664665712e-134	5.0144677570509585e-133
259	non_tumor	ZFP36L2	24.696486	2.3657334	1.1666360126271727e-134	5.809936740278924e-133
260	non_tumor	RYR1	24.694008	3.3069837	1.240359720994701e-134	6.153509791408063e-133
261	non_tumor	IGHG1	24.639105	1.7879608	4.815783725939951e-134	2.3800591965691062e-132
262	non_tumor	SPARCL1	24.582952	2.8721585	1.922330899830912e-133	9.46456705909174e-132
263	non_tumor	CFH	24.564133	2.684428	3.054962155297542e-133	1.498430116775753e-131
264	non_tumor	XIRP2	24.562405	3.097553	3.1876720717247063e-133	1.557645172491644e-131
265	non_tumor	ACHE	24.543951	3.3501472	5.018662413714847e-133	2.4431675675455277e-131
266	non_tumor	HADHA	24.540071	2.0845919	5.520802176021235e-133	2.677589055370299e-131
267	non_tumor	ANXA11	24.531372	1.7937019	6.8368001892996775e-133	3.303521518978335e-131
268	non_tumor	ATP5PF	24.421604	1.9980919	1.008401176365626e-131	4.854517959407558e-130
269	non_tumor	PPP1R12B	24.368639	2.7179294	3.678811814401049e-131	1.7644721757780384e-129
270	non_tumor	TAGLN	24.306803	2.2193584	1.6611064393906166e-130	7.937890257058543e-129
271	non_tumor	COQ8A	24.267225	3.1325166	4.3508039121427036e-130	2.071492646521277e-128
272	non_tumor	ACSL1	24.26665	2.729401	4.4121617443637344e-130	2.0930393559576575e-128
273	non_tumor	GADD45B	24.255375	2.5217764	5.80263511276298e-130	2.7426418616615715e-128
274	non_tumor	PECAM1	24.216276	2.4638174	1.4991916241690395e-129	7.060323453242455e-128
275	non_tumor	PNRC1	24.19112	2.1358402	2.7589532102945957e-129	1.2946163836609803e-127
276	non_tumor	NDUFB2	24.188662	2.115723	2.928274106362161e-129	1.3691261451257327e-127
277	non_tumor	PDHA1	24.167692	2.4684987	4.8661602793131686e-129	2.2670376813803787e-127
278	non_tumor	SCN1B	24.146952	3.0707657	8.038030753446768e-129	3.731368704760753e-127
279	non_tumor	HSPB1	24.113403	1.1829605	1.8085502614048144e-128	8.36567128033444e-127
280	non_tumor	GABARAPL1	24.058615	1.6948603	6.783016831769402e-128	3.1264415879198114e-126
281	non_tumor	CDKN1C	24.038855	2.4586825	1.0918503991854728e-127	5.0147955790151154e-126
282	non_tumor	GRASP	24.02251	2.4194224	1.6181278547952353e-127	7.405783752333968e-126
283	non_tumor	ATF3	23.968357	2.0076158	5.947551088275279e-127	2.712500668259722e-125
284	non_tumor	NDUFA13	23.942202	1.4712558	1.1140968683259746e-126	5.063297585489866e-125
285	non_tumor	TSPAN7	23.928144	2.9358318	1.5606291790001754e-126	7.067964483848181e-125
286	non_tumor	C12orf57	23.885859	1.9379189	4.2964856261980064e-126	1.9390875058792253e-124
287	non_tumor	GYPC	23.832434	2.80564	1.5405086247811045e-125	6.9046658982430325e-124
288	non_tumor	TOB1	23.77123	2.2854724	6.628648186528955e-125	2.9607961899829336e-123
289	non_tumor	LSP1	23.770443	1.5121858	6.754101341107262e-125	3.0065003161545274e-123
290	non_tumor	MXRA8	23.758883	1.9859097	8.893933427248858e-125	3.93208662201975e-123
291	non_tumor	PACSIN3	23.743193	2.215695	1.291860040257423e-124	5.69206671297152e-123
292	non_tumor	PRDX6	23.713236	2.050072	2.633164629149715e-124	1.1562795219489187e-122
293	non_tumor	CD34	23.711758	2.754998	2.7272994100536543e-124	1.193583762016074e-122
294	non_tumor	OPTN	23.694569	1.963003	4.101810857806349e-124	1.7891052862337895e-122
295	non_tumor	CAPN3	23.628298	3.0033724	1.9733368298420962e-123	8.578405389393835e-122
296	non_tumor	FXR1	23.61789	2.357433	2.524502412049903e-123	1.0937827450608213e-121
297	non_tumor	UQCRC1	23.613817	1.7258677	2.77974823504758e-123	1.200371015254101e-121
298	non_tumor	EIF3K	23.580404	2.4959319	6.124250848784587e-123	2.63586134213583e-121
299	non_tumor	PLPP3	23.552135	2.5648568	1.1936728772678777e-122	5.120580877467946e-121
300	non_tumor	NUPR1	23.531088	1.814795	1.9609179867671724e-122	8.384214471052535e-121
301	non_tumor	AHNAK	23.52452	1.5370886	2.2892260491370228e-122	9.755855798912467e-121
302	non_tumor	ARL6IP4	23.521717	1.7077692	2.445587407121715e-122	1.0388151999270605e-120
