	group	names	scores	logfoldchanges	pvals	pvals_adj
25	non_tumor	FOSB	4.126252	0.30375642	3.687232084912996e-05	4.611878621987984e-05
26	non_tumor	SMPX	3.957123	0.54666895	7.585786918342463e-05	9.425490714522066e-05
27	non_tumor	CSRP3	3.7474146	0.37166208	0.00017866670570050637	0.00021977002372434765
28	non_tumor	STRIT1	3.72903	0.5366694	0.00019221835915133725	0.00023619344226215555
29	non_tumor	DPT	3.5520422	0.5405264	0.0003822535765134181	0.0004660911808181434
30	non_tumor	ATP2A1	3.5452313	0.6026078	0.000392268704517925	0.00047798899609299606
31	non_tumor	ATP1A2	3.4983172	0.59943146	0.0004682039690768486	0.0005691839870988476
32	non_tumor	CLU	3.4966025	0.27248228	0.000471223340422672	0.000572800989321415
33	non_tumor	TRIM63	3.4547608	0.5701522	0.0005507811080274532	0.0006681960838287135
34	non_tumor	ANK2	3.4207778	0.94207245	0.0006244230578033595	0.0007562663907312771
35	non_tumor	GPC3	3.1706803	0.81537324	0.0015208238704691212	0.0018212335238951204
36	non_tumor	TRDN	3.1552012	0.43042344	0.001603875224232835	0.0019187455282630823
37	non_tumor	PPP1R1A	2.9993129	0.455563	0.0027058932050127524	0.003214917722006925
38	non_tumor	PI16	2.9914541	0.71164656	0.002776522568856531	0.0032982307027963065
39	non_tumor	MYOM1	2.838757	0.919382	0.004528963484717247	0.005342360229998618
40	non_tumor	TSPAN7	2.398169	0.8340782	0.016477258482878735	0.019010421246268224
41	non_tumor	MYBPC1	2.2388754	0.2962598	0.025164026928999408	0.02883558335741288
42	non_tumor	DDIT4L	2.2030826	0.8567253	0.02758893397792079	0.031539222853563274
43	non_tumor	SYNPO2	2.1593356	0.17815067	0.030824133917258887	0.03514492040846763
44	non_tumor	IGHG4	2.1436183	1.4681193	0.03206348661043862	0.036529161097596734
45	non_tumor	TCAP	2.1208994	0.0016881451	0.03393026591889799	0.03860518175891422
46	non_tumor	ITGA7	2.090822	0.37182388	0.036544022511765535	0.041535432372151834
47	non_tumor	MYOZ1	2.068127	0.35067663	0.038628082152946996	0.04385046391476027
48	non_tumor	BEST3	1.9052373	0.36762595	0.05674922469645074	0.063731330793543
49	non_tumor	ABCA8	1.8467495	0.7179191	0.06478345526140324	0.07251596206404748
50	non_tumor	ADAMTS9	1.836557	0.6002403	0.06627532297973314	0.07413482341571181
51	non_tumor	MYPN	1.7958345	0.48516756	0.07252083116479348	0.08091208270214469
52	non_tumor	HJV	1.7858802	0.45113093	0.074118657345839	0.08265222273346047
53	non_tumor	PKDCC	1.5696942	0.54156834	0.11648627081928196	0.12825824211004042
54	non_tumor	GFRA1	1.465864	0.71815866	0.14268535278320146	0.15604747290501073
55	non_tumor	S100A1	1.39585	0.51363194	0.16275967439921057	0.1771669246998525
56	non_tumor	SLC2A4	1.32405	0.5982139	0.18548645864542035	0.20092949324720175
57	non_tumor	XIRP2	1.2449627	0.3802965	0.21314544989399653	0.22932410874283313
58	non_tumor	DLK1	1.1973819	0.6251858	0.23115777124610892	0.24776026310356425
59	non_tumor	MFAP4	1.147872	0.20950066	0.2510214387049371	0.26815454177488407
60	non_tumor	CTNNA3	1.1347027	1.2538985	0.2564999339324373	0.273771238401529
61	non_tumor	SCN4A	1.0952662	0.5330675	0.2734000346339026	0.2906874151469502
62	non_tumor	MYBPH	0.97126526	0.21952033	0.3314162060949749	0.3487490160963798
63	non_tumor	CACNA1S	0.9642877	0.5195014	0.3349017198365609	0.35227422144821713
64	non_tumor	CD36	0.89689326	0.36007833	0.36977587140807233	0.38685985001304923
65	non_tumor	SMOC2	0.8916779	0.51669127	0.3725655788728669	0.3894962916584512
66	non_tumor	LRRC39	0.88348585	0.143534	0.37697383365190895	0.39369322592057787
67	non_tumor	SMYD1	0.87867534	0.58838683	0.3795773281686784	0.39638034157118035
68	non_tumor	PDK4	0.86526793	0.41117793	0.3868917586904197	0.4036942345234065
69	non_tumor	MLIP	0.8619339	0.4793886	0.3887238857999398	0.4055408192975052
70	non_tumor	COX7A1	0.8587428	0.07576419	0.39048243166702457	0.4072721078336408
71	non_tumor	NGFR	0.81082845	0.56630796	0.41746417895135923	0.4336103082954904
72	non_tumor	PDLIM3	0.79806405	-0.02823053	0.42483333722997185	0.4406306828371508
73	non_tumor	PTGIS	0.7959446	0.4147098	0.4260642635515869	0.44187212141095716
74	non_tumor	RYR1	0.77277327	0.304718	0.4396565795829547	0.4545181119398111
75	non_tumor	FXYD1	0.73119354	0.16108495	0.46466094752980935	0.4786166095564198
76	non_tumor	DUSP27	0.71790516	0.17869473	0.4728157596257383	0.4865151396148944
77	non_tumor	TCEA3	0.71771467	0.27746248	0.47293324453503305	0.4865975075173244
78	non_tumor	MYLK3	0.66579956	0.5729042	0.5055392427214684	0.5184629222734454
79	non_tumor	HMCN2	0.6555594	0.32940096	0.5121076585327234	0.5248265667120035
80	non_tumor	PLIN5	0.5803301	0.27867168	0.5616920350607446	0.5724827939872625
81	non_tumor	COL4A4	0.55958784	0.2897976	0.5757605858292922	0.5863618345693912
82	non_tumor	IL33	0.5432989	0.003920512	0.5869240233737134	0.5970291482087593
83	non_tumor	SVEP1	0.52081823	-0.022474324	0.6024934089714677	0.6120044802915863
84	non_tumor	CLEC3B	0.5097922	0.22568333	0.6101970433193529	0.6193457105313875
85	non_tumor	ADCY2	0.506101	0.09617392	0.6127857500753355	0.6217304800155501
86	non_tumor	PRKAA2	0.5011	-0.06844715	0.6163007469334074	0.6251503908725168
87	non_tumor	SFRP4	0.4899073	0.41679135	0.624199504168389	0.6326536650005116
88	non_tumor	SBSPON	0.4849301	1.5612192	0.6277259255402239	0.6358960003251368
89	non_tumor	SLC36A2	0.47283244	0.44978744	0.6363327180432659	0.6439122358214379
90	non_tumor	IGF1	0.46880785	-0.010309834	0.6392069945524854	0.6466193879051448
91	non_tumor	CCL14	0.4493754	0.25482368	0.6531608799211075	0.660375320256266
92	non_tumor	SERPINA3	0.436087	0.61445826	0.662773590054923	0.6694693132991831
93	non_tumor	C4orf54	0.43001437	0.7534154	0.6671851768828471	0.6736637092459602
94	non_tumor	ANO5	0.39538842	0.3564815	0.6925562480652316	0.6983588915711312
95	non_tumor	CAVIN2	0.37721813	-0.17320915	0.7060115042576994	0.7115404770366424
96	non_tumor	FGF7	0.34187776	0.22378553	0.7324428953674544	0.7372642107942518
97	non_tumor	CHRND	0.31520575	0.23788692	0.7526054326001625	0.7568561247920241
98	non_tumor	SCRG1	0.3149438	0.3543124	0.7528043228372266	0.7569975698776321
99	non_tumor	COL4A3	0.2997265	-0.13672793	0.7643857983401934	0.7682275270104255
100	non_tumor	FGF13	0.2861047	0.08966515	0.7747979209151629	0.7785715791306754
101	non_tumor	ACKR1	0.28250876	0.28030437	0.7775534315975794	0.7812197189383425
102	non_tumor	DCLK1	0.2644337	0.26759124	0.7914457288588344	0.794870312448395
103	non_tumor	MEF2C	0.2507167	0.2515835	0.8020331483513392	0.8052546626193965
104	non_tumor	AKR1C1	0.24866867	0.19674611	0.803617083772952	0.8067826411431861
105	non_tumor	PLAC9	0.24207212	0.16620986	0.8087242826891413	0.8118472525790438
106	non_tumor	CSF3	0.22094886	0.30754545	0.8251322568282871	0.8281906621045618
107	non_tumor	B3GALT1	0.21747197	0.57976043	0.8278405487513006	0.8308448345818397
108	non_tumor	SELE	0.21670991	0.1567551	0.8284344217739446	0.8313766687938335
109	non_tumor	OGN	0.21413797	0.33494046	0.8304394654347826	0.8332601645608542
110	non_tumor	BMPER	0.1939911	-0.16514356	0.8461828554335671	0.8485330006885901
111	non_tumor	IP6K3	0.18872814	0.23830697	0.8503058962277911	0.8526017155881221
112	non_tumor	TMOD1	0.16577117	0.048607618	0.868337029942011	0.8704800798385207
113	non_tumor	EGF	0.16169894	-0.06653891	0.8715429429172916	0.8736265267246823
114	non_tumor	ADAM33	0.1493155	-0.0026071828	0.8813046758376025	0.8833434744399412
115	non_tumor	WNK2	0.14298092	0.09932421	0.88630525446969	0.8882186351269877
116	non_tumor	IGSF10	0.13297892	0.08519328	0.8942100531533411	0.8960023335558994
117	non_tumor	ACHE	0.09792431	0.25142	0.9219924011301748	0.9231998482312619
118	non_tumor	TPO	0.088493854	0.8847728	0.9294841718560314	0.9306297385444998
119	non_tumor	VAT1L	0.08687448	0.18476215	0.9307712851446339	0.9318466582692715
120	non_tumor	PLIN4	0.081897296	0.22420909	0.9347283848046039	0.9356641929680586
121	non_tumor	CCN5	0.06251247	0.25350854	0.9501547277292329	0.9509595095884015
122	non_tumor	KCNJ11	0.054344177	0.09384441	0.9566609523436568	0.9573238169653439
123	non_tumor	CASQ1	0.045437638	0.13324556	0.9637584803741894	0.9642777867680482
124	non_tumor	NOS1	0.034054413	0.0970738	0.9728337589645546	0.9732830356389532
125	non_tumor	COL6A6	0.032482672	-0.30106074	0.974087133886916	0.9744619846272712
126	non_tumor	ABRA	0.027410232	0.033714104	0.9781325374314054	0.9784336402596127
127	non_tumor	CLIC5	0.018813279	0.17028832	0.9849900612254121	0.9852174540829478
128	non_tumor	FCN1	-0.00985911	-0.6196123	0.9921336955068061	0.9921336955068061
129	non_tumor	AMOT	-0.010144882	-0.10393454	0.9919056943927574	0.9919820124426454
130	non_tumor	DEPTOR	-0.014693408	-0.02031298	0.9882767781126878	0.9884288674906675
131	non_tumor	LEPR	-0.047199894	-0.28426507	0.9623539108607602	0.9629465845549007
132	non_tumor	SNED1	-0.058583118	0.3964437	0.953284156306689	0.9540181293250958
133	non_tumor	MUSK	-0.06429855	-0.37223598	0.9487325113837575	0.9496092086066595
134	non_tumor	SRL	-0.08401677	0.27005145	0.9330431012032455	0.93404915507084
135	non_tumor	RORC	-0.11268915	-0.19054998	0.9102769995382062	0.9115393251153778
136	non_tumor	GPD1	-0.11516584	0.0971108	0.9083136744306932	0.909643357750994
137	non_tumor	AMPD1	-0.11611841	0.3287749	0.9075586978310314	0.9089573088617465
138	non_tumor	ATOH8	-0.11821407	0.18865639	0.905898044197605	0.9073640115959367
139	non_tumor	TNFAIP8L3	-0.119380966	-0.54015297	0.9049735398940086	0.906507866179279
140	non_tumor	HAS1	-0.120833635	-0.28384182	0.9038228064629474	0.9054249586439608
141	non_tumor	CACNA2D3	-0.12350084	0.7335701	0.9017105120163463	0.903378544411012
142	non_tumor	ASB11	-0.13085945	0.56595194	0.8958864947671971	0.8976129391030623
143	non_tumor	COL19A1	-0.13359809	0.45469728	0.8937203950014702	0.895580733500047
144	non_tumor	PADI2	-0.14524327	0.03964365	0.8845188031575683	0.8864966769559774
145	non_tumor	LRRC71	-0.17322505	-0.69590914	0.8624745380721682	0.8646698068539947
146	non_tumor	GJA4	-0.17474917	-0.3539614	0.8612767389075775	0.8635355640481868
147	non_tumor	SYNPO2L	-0.19508655	-0.23085976	0.845325191308359	0.8477383563479709
148	non_tumor	RGS11	-0.19577716	-1.3211272	0.8447845841398298	0.8472615759760422
149	non_tumor	HBA2	-0.20389783	0.3803949	0.838433338635681	0.8409565966190742
150	non_tumor	TPPP2	-0.20413597	-1.493693	0.8382472417310247	0.8408348238941086
151	non_tumor	CHRDL1	-0.20546958	-0.7780817	0.8372052665326972	0.8398544458124565
152	non_tumor	MGST1	-0.209518	-0.16342135	0.8340438836369212	0.836747638122314
153	non_tumor	CNTFR	-0.21316159	-0.16424285	0.8312009293642442	0.8339598363470819
154	non_tumor	PLN	-0.21528105	-0.38983932	0.8295481977983858	0.8324301300844144
155	non_tumor	C7	-0.23004591	-0.078912064	0.8180560966634813	0.8211516830976856
156	non_tumor	TRIM60	-0.25400308	-2.4056842	0.7994931863577598	0.8027665072443539
157	non_tumor	ELSPBP1	-0.25400308	-2.6377861	0.7994931863577598	0.8027665072443539
158	non_tumor	GAS2	-0.2565274	-0.57449895	0.7975436388708357	0.8009327217834445
159	non_tumor	ZBTB16	-0.26571968	-0.28443778	0.7904550949595562	0.7939367378320309
160	non_tumor	FAM217A	-0.2672676	-1.7733263	0.7892631142896083	0.7928007696705045
161	non_tumor	TGFBR3	-0.26881555	-0.98614264	0.7880716266531104	0.791665121202344
162	non_tumor	SAMD11	-0.2753883	-0.43879068	0.7830179396260386	0.786649186834074
163	non_tumor	HBA1	-0.2846044	-0.46084097	0.7759472284715953	0.7796662086946348
164	non_tumor	PCDHGB1	-0.29715455	-0.5186671	0.7663485280569459	0.7701405727295642
165	non_tumor	RXFP4	-0.30034566	-2.3570633	0.7639135147689278	0.7678122382436223
166	non_tumor	COL14A1	-0.30058378	0.069428116	0.7637318906166044	0.7676890506716127
167	non_tumor	MYO1H	-0.305942	-3.001022	0.7596488019329675	0.7636438613708206
168	non_tumor	SELP	-0.30725178	-0.44293824	0.7586517267463898	0.7627005293719216
169	non_tumor	ENPP3	-0.30782333	-2.2034786	0.7582167650249939	0.7623222085237369
170	non_tumor	CHRNG	-0.31039527	-0.91323465	0.7562603860432418	0.7604140556811368
171	non_tumor	AGXT2	-0.3194447	-3.0105479	0.7493893184801181	0.7536801579700229
172	non_tumor	GLI1	-0.32180232	-1.6343623	0.7476024609000441	0.751941251008185
173	non_tumor	MYH7B	-0.32516012	-0.17039178	0.7450598841651838	0.7494419110338228
174	non_tumor	PLA2G2C	-0.33223298	-1.2898206	0.7397133518828036	0.7441215190598779
175	non_tumor	RBM11	-0.3333046	-0.88444483	0.7389043600653555	0.7433652377809203
176	non_tumor	CFAP70	-0.33378088	-0.90754473	0.7385449008329272	0.7430611209092336
177	non_tumor	NEURL1	-0.33809128	0.15954988	0.7352944021455561	0.739848013553796
178	non_tumor	KCNIP4	-0.33821034	-1.6291484	0.7352046763042235	0.7398150021368969
179	non_tumor	TRGJP2	-0.33854374	-2.4589686	0.7349534631748025	0.7396194730834688
180	non_tumor	ABCB11	-0.33863902	-2.806892	0.7348816932015689	0.7396045101226475
181	non_tumor	EPX	-0.33868665	-2.7548177	0.7348458090830794	0.7396045101226475
182	non_tumor	DHH	-0.35011747	-1.1289539	0.7262505264241385	0.7310876969068272
183	non_tumor	KBTBD12	-0.35037944	-0.8247884	0.7260539498266263	0.730946420869529
184	non_tumor	CP	-0.35054615	-0.8790245	0.7259288650211425	0.7308771020561433
185	non_tumor	LTK	-0.3514511	-1.9947684	0.7252499608373123	0.7302501348643106
186	non_tumor	CRH	-0.351975	-2.001943	0.7248570096892599	0.7299110173490084
187	non_tumor	PCOLCE2	-0.35559478	-0.8451279	0.7221440592118145	0.7272354909456236
188	non_tumor	CNMD	-0.35769042	-2.3964953	0.7205749967353331	0.7257115920940539
189	non_tumor	RBM20	-0.3681211	-0.76356316	0.7127829521338844	0.7179196289683247
190	non_tumor	C9orf131	-0.37071684	-1.5044936	0.7108484479350639	0.7160266681850558
191	non_tumor	ERC2	-0.37076446	-1.6012578	0.7108129697943008	0.7160266681850558
192	non_tumor	TMEM139	-0.374027	-1.7148827	0.7083842121760229	0.7136550914481433
193	non_tumor	SLC25A34	-0.37407464	-1.2432232	0.7083487777421692	0.7136550914481433
194	non_tumor	ALDH3A1	-0.37467	-0.8338735	0.7079059006087035	0.7132837903962734
195	non_tumor	MYOZ2	-0.3753606	0.18095696	0.7073922868922324	0.7128215322912813
196	non_tumor	MORC1	-0.37707525	-3.1664045	0.7061176840215879	0.711592313297612
197	non_tumor	FSD2	-0.37912327	-2.0478747	0.7045963216511937	0.7101692764285217
198	non_tumor	F10	-0.38107604	-0.29377016	0.703146819948095	0.7087632699251911
199	non_tumor	BLK	-0.38436243	-1.5341797	0.7007098513107923	0.7063616137224817
200	non_tumor	PM20D1	-0.38569602	-2.923823	0.6997218127095308	0.7054203150235384
201	non_tumor	TRBV15	-0.39022073	-2.2415395	0.6963733340627771	0.7020990223509135
202	non_tumor	LIM2	-0.390697	-3.1843765	0.6960212052378221	0.7017984350074634
203	non_tumor	KERA	-0.40355673	-1.6630614	0.6865387140046524	0.6923446508365638
204	non_tumor	SV2B	-0.40362817	-1.3907826	0.6864861693829407	0.6923446508365638
205	non_tumor	MYBPC2	-0.4085101	0.010443603	0.6828992214243725	0.6887812586384725
206	non_tumor	ODF3L1	-0.409677	-2.7685878	0.6820429089276453	0.6879709553190698
207	non_tumor	CPNE4	-0.40972462	-3.0329196	0.682007966083815	0.6879709553190698
208	non_tumor	KCNT1	-0.41077244	-0.14488389	0.6812393961541445	0.6872671275389297
209	non_tumor	DUSP26	-0.41132018	-0.13369651	0.6808377752745932	0.6869152684172292
210	non_tumor	DMGDH	-0.41155833	-1.7999452	0.6806631857139445	0.6867924303609572
211	non_tumor	CIDEA	-0.41894075	-0.6894359	0.6752594368859759	0.6813929167490036
212	non_tumor	RASL11A	-0.42127454	-0.25138655	0.6735546149239776	0.67972537925325
213	non_tumor	PCDHA12	-0.4228939	-1.8536826	0.6723726613084177	0.678585282373384
214	non_tumor	SERPINB10	-0.42294154	-2.7778418	0.672337910203575	0.678585282373384
215	non_tumor	MEP1A	-0.4233702	-2.746465	0.672025181768768	0.6783399326419544
216	non_tumor	EREG	-0.427371	-1.3593963	0.669109125914056	0.6754489296855313
217	non_tumor	RBM46	-0.42894274	-2.9976249	0.6679648934053133	0.6743462279209523
218	non_tumor	SYT9	-0.42908564	-3.2288978	0.6678609104731958	0.6742936239187975
219	non_tumor	ASB15	-0.43075264	-2.2293384	0.6666482477628376	0.6731738598835739
220	non_tumor	MYF5	-0.43127653	-1.95374	0.6662673048432695	0.6728414597430515
221	non_tumor	AFF3	-0.4318957	-1.2757368	0.6658172105412136	0.6724391688123306
222	non_tumor	INHBB	-0.43422952	-0.31732196	0.6641217841105274	0.670778999912086
223	non_tumor	C9orf50	-0.43663475	-2.1011093	0.6623762538916207	0.6691199617691215
224	non_tumor	GPX3	-0.4382303	0.06486232	0.6612193382513227	0.6680031834751043
225	non_tumor	MEDAG	-0.4405641	-0.8764429	0.6595285903924797	0.6663468805224603
226	non_tumor	CDH19	-0.44092134	-1.3313644	0.6592699555960382	0.6661373509668302
227	non_tumor	KLK2	-0.44223112	-2.402918	0.6583219767014697	0.6652312099172591
228	non_tumor	RGS9BP	-0.44246924	-2.8819757	0.6581496758408	0.6651088078509344
229	non_tumor	OR2Y1	-0.44261214	-3.2740233	0.6580463040380704	0.665056050065068
230	non_tumor	OR6N2	-0.44265977	-3.1399364	0.6580118482231496	0.665056050065068
231	non_tumor	ANGPT1	-0.4437552	-1.7461126	0.6572195651025435	0.6643238126761692
232	non_tumor	CACNA2D1	-0.4477084	0.02191088	0.654363663890978	0.6614884821321304
233	non_tumor	ATRNL1	-0.44925633	-0.99061775	0.6532467632239698	0.6604107823275382
234	non_tumor	GUCY2C	-0.45513844	-1.8058437	0.6490096399638773	0.6562292726760386
235	non_tumor	LPL	-0.45513844	-0.14946009	0.6490096399638773	0.6562292726760386
236	non_tumor	SOHLH1	-0.45647204	-2.9423795	0.6480505678113218	0.6553614938466942
237	non_tumor	TRAV9-1	-0.46161592	-3.3844597	0.6443567688556775	0.651676725924844
238	non_tumor	DNAJC5G	-0.46175882	-3.2746806	0.6442542880271661	0.651623783034558
239	non_tumor	GDF9	-0.46833155	-1.5033565	0.6395475055331299	0.646913500149387
240	non_tumor	STH	-0.46976042	-1.4175178	0.6385262007203671	0.6459809742343814
241	non_tumor	SGCG	-0.471094	-0.7142539	0.6375736011467459	0.6450674607072003
242	non_tumor	LRRC4B	-0.4717132	-1.1669414	0.6371315260638537	0.6446703702146949
243	non_tumor	HIF3A	-0.4742137	-0.23244576	0.6353475376255483	0.6429653763669322
244	non_tumor	OR8H2	-0.4745471	-2.0523963	0.635109832047388	0.6427748654482558
245	non_tumor	HSPB9	-0.47502336	-2.4120524	0.6347703178888746	0.6424812795452105
246	non_tumor	MTRNR2L11	-0.47511864	-2.690694	0.634702424271898	0.6424625894156321
247	non_tumor	FREM1	-0.47633314	-1.5257877	0.6338370501594814	0.6416366026458676
248	non_tumor	PGLYRP2	-0.4805721	-2.0024743	0.6308206529978275	0.6386328255834381
249	non_tumor	ANKRD60	-0.48085788	-3.1080606	0.6306175207792357	0.6384769072354344
250	non_tumor	HAVCR1	-0.4809055	-3.4296222	0.6305836681227514	0.6384769072354344
251	non_tumor	SCYGR4	-0.4809055	-3.975958	0.6305836681227514	0.6384769072354344
252	non_tumor	PGK2	-0.48104838	-3.7449338	0.6304821148058175	0.6384769072354344
253	non_tumor	OR8J3	-0.481096	-3.9295557	0.6304482652512093	0.6384769072354344
254	non_tumor	OR52I1	-0.48128653	-4.2689714	0.6303128747895335	0.6384171079649619
255	non_tumor	ACE2	-0.48362032	-2.4331176	0.6286553502265675	0.6367878929430272
256	non_tumor	RBP5	-0.48578742	-0.07811751	0.6271178943142347	0.6353295705609059
257	non_tumor	PLIN1	-0.4884308	0.10230903	0.6252447266325707	0.6334812500405452
258	non_tumor	C5orf67	-0.48871657	-2.7701936	0.6250423666081055	0.6333255909862922
259	non_tumor	LMOD3	-0.4889071	-0.6113707	0.6249074756242778	0.6332382761490889
260	non_tumor	UCP3	-0.4897644	-0.24204041	0.6243006217261945	0.6326726556367593
261	non_tumor	GPM6A	-0.48985967	-2.8623233	0.6242332092346177	0.6326536650005116
262	non_tumor	SLC9A9	-0.4904312	-0.47247314	0.6238288003583863	0.6323424118426503
263	non_tumor	TENM1	-0.49112183	-1.7797203	0.6233402908617718	0.6318965138528553
264	non_tumor	OR52I2	-0.4937652	-1.9432708	0.6214720107431908	0.6300517272942824
265	non_tumor	SIM1	-0.49381283	-1.8119467	0.6214383703584351	0.6300517272942824
266	non_tumor	ANO3	-0.49400336	-3.1389332	0.6213038167319764	0.6299794843499672
267	non_tumor	TRBV9	-0.49462253	-3.134491	0.6208666049180659	0.6295852809116103
268	non_tumor	CNKSR2	-0.49581322	-1.578509	0.6200261893626458	0.6287821182285768
269	non_tumor	LVRN	-0.49581322	-1.1476041	0.6200261893626458	0.6287821182285768
270	non_tumor	FGF10	-0.49614662	-1.8026485	0.6197909618536757	0.6286416638450314
271	non_tumor	APOA2	-0.50155246	-1.8163806	0.615982359538517	0.6248761967752785
272	non_tumor	GFRA2	-0.50202876	-0.6880091	0.6156472929629604	0.6245850385523384
273	non_tumor	FZD9	-0.5074346	-2.4629953	0.6118499155010262	0.6208294458768414
274	non_tumor	CAMK4	-0.507768	-2.5902739	0.6116160557277162	0.6206406036653022
275	non_tumor	FCRL6	-0.5083395	-2.623061	0.6112152453695807	0.620282304755919
276	non_tumor	ZDHHC15	-0.5092921	-0.8837948	0.6105474868952936	0.6196530205875713
277	non_tumor	SOX17	-0.51157826	-0.53693235	0.6089461888231507	0.6181243703493411
278	non_tumor	MPO	-0.5133644	-2.2397058	0.6076964767291502	0.6169039991038343
279	non_tumor	IFNE	-0.513412	-2.7351162	0.607663166738734	0.6169039991038343
280	non_tumor	PDZD9	-0.5136501	-3.1505547	0.6074966290055897	0.6167974678811634
281	non_tumor	SMLR1	-0.513793	-3.394358	0.6073967161428544	0.6167442009549895
282	non_tumor	PDE11A	-0.5152457	-1.3928852	0.6063813519779588	0.6157613135163679
283	non_tumor	CDH6	-0.5174604	-1.4702085	0.604834800313286	0.6142388260389163
284	non_tumor	CLCN1	-0.5205324	-0.8922644	0.6026925173184599	0.6121110595487843
285	non_tumor	SYT6	-0.520723	-2.077264	0.6025597751285985	0.6120240647903041
286	non_tumor	ADAD1	-0.52720046	-3.119207	0.5980543985737319	0.6075428739868204
287	non_tumor	ADAM32	-0.52734333	-0.69901824	0.5979551879071416	0.6074895679550592
288	non_tumor	TUBB8	-0.52758145	-3.470263	0.5977898534084849	0.6073690701636432
289	non_tumor	ADAMTS20	-0.52781963	-3.5888367	0.5976245396811015	0.6072485746384426
290	non_tumor	MAP4K3	-0.52781963	-3.6412883	0.5976245396811015	0.6072485746384426
291	non_tumor	C1orf105	-0.52805775	-4.4110236	0.597459246731756	0.6071755503533514
292	non_tumor	LCNL1	-0.52955806	-2.2496662	0.5964183793717466	0.6061651493528785
293	non_tumor	RHO	-0.53286827	-3.4656951	0.5941247888373353	0.6038812953790808
294	non_tumor	OR8G1	-0.53286827	-3.8268206	0.5941247888373353	0.6038812953790808
295	non_tumor	OR11H4	-0.533154	-4.7817326	0.5939269703056709	0.6037746566583068
296	non_tumor	HUNK	-0.53320163	-4.5185	0.5938940034801022	0.6037746566583068
297	non_tumor	KCP	-0.53348744	-1.7178267	0.5936962201098148	0.6036345016416906
298	non_tumor	GHRHR	-0.5398458	-1.8571914	0.5893033599258954	0.599214978668293
299	non_tumor	MYCN	-0.540465	-2.2370417	0.5888763930311354	0.5988276761554293
300	non_tumor	SPESP1	-0.5410842	-2.964252	0.5884495689928182	0.5984404583184924
301	non_tumor	CLDN10	-0.5413223	-2.8146253	0.5882854439643659	0.5983203599881712
302	non_tumor	ANGPTL1	-0.542775	-0.25835836	0.5872847396729712	0.5973493267289521
303	non_tumor	EPPIN	-0.54568034	-2.0393236	0.5852856987297217	0.5954092128112173
304	non_tumor	MBD3L2B	-0.54606134	-2.3332345	0.5850237640600744	0.5951893304048879
305	non_tumor	SCGB1C2	-0.5462995	-3.0921335	0.584860082562453	0.5950693818510188
306	non_tumor	CDHR4	-0.54639477	-2.9405901	0.5847946159251165	0.5950493516357181
307	non_tumor	EFCAB3	-0.54653764	-3.5878005	0.5846964223579627	0.5949960148601581
308	non_tumor	ZIM3	-0.5466805	-3.7715948	0.5845982364586797	0.5949426775360099
